Destination,Hop,Delay (ms),Group
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),677.777,5074
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),902.131,5075
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),837.38,5076
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),1134.782,5077
univie.ac.at,ms-hyde-mars.cc.univie.ac.at (131.130.251.134),360.798,5078
univie.ac.at,dr-jekyll-mars.cc.univie.ac.at (131.130.251.130),498.558,5079
kyoto-u.ac.jp,ae-0.a02.frnkge13.de.bb.gin.ntt.net (129.250.3.23),775.018,5080
kyoto-u.ac.jp,ae-0.a02.frnkge13.de.bb.gin.ntt.net (129.250.3.23),498.544,5081
kyoto-u.ac.jp,ae-0.a03.frnkge13.de.bb.gin.ntt.net (129.250.3.30),832.741,5082
kyoto-u.ac.jp,ffm-b17-link.ip.twelve99.net (62.115.132.115),764.194,5083
kyoto-u.ac.jp,ffm-b17-link.ip.twelve99.net (62.115.132.113),927.441,5084
kyoto-u.ac.jp,ffm-b17-link.ip.twelve99.net (62.115.132.115),937.844,5085
kyoto-u.ac.jp,ae-1.a03.frnkge13.de.bb.gin.ntt.net (129.250.3.152),702.775,5086
kyoto-u.ac.jp,ffm-b17-link.ip.twelve99.net (62.115.132.113),475.809,5087
kyoto-u.ac.jp,06-ulus-sr14s-t2-2---06-ulus-sr12e-t3-1.statik.turktelekom.com.tr (81.212.222.209),1277.267,5088
